go bininfo D:\github\NONO_PHP-memcache-dll checkavx recurse;;;;;;;;;;;;;;;;;
filename;date;x;link;set;cl;bver;pver;fver;pdb;pdb;©;product;company;description;originalname;internalname;copyright
/vs16/x64/nts/avx/php-7.1.x_memcache.dll;14/11/2020 19:27;64;ltcg;;14.28;4.0.5.2;7.1;4.0.5.2-4fdcbf9;php-7.1.x_memcache.pdb;OK;KO;pecl-memcache x64-avx nts [vs16];The PHP Group;NON_BLOCKING_IO_php7 - 4fdcbf9 (2020-09-24);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/nts/avx/php-7.2.x_memcache.dll;06/12/2020 19:13;64;ltcg;;14.28;8.0.0.0;7.2;8.0-36d7181;php-7.2.x_memcache.pdb;OK;KO;pecl-memcache x64-avx nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/nts/avx/php-7.3.x_memcache.dll;06/12/2020 19:05;64;ltcg;avx (242);14.28;8.0.0.0;7.3;8.0-36d7181;php-7.3.x_memcache.pdb;OK;KO;pecl-memcache x64-avx nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/nts/avx/php-7.4.x_memcache.dll;06/12/2020 18:57;64;ltcg;avx (242);14.28;8.0.0.0;7.4;8.0-36d7181;php-7.4.x_memcache.pdb;OK;KO;pecl-memcache x64-avx nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/nts/avx/php-8.0.x_memcache.dll;22/09/2022 22:45;64;ltcg;avx (240);14.29;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/avx/php-8.1.x_memcache.dll;22/09/2022 22:01;64;ltcg;avx (241);14.29;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/avx/php-8.2.x_memcache.dll;24/11/2023 16:54;64;ltcg;avx (259);14.29;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] php-src:8.2 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/avx/php-8.3.x_memcache.dll;24/11/2023 17:13;64;ltcg;avx (266);14.29;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] php-src:8.3 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/avx/php-8.4.x_memcache.dll;03/10/2024 17:54;64;ltcg;avx (265);14.29;8.2.0.0;8.2;8.2.0.0;php-8.4.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] php-src:8.4 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/avx2/php-8.4.x_memcache.dll;03/10/2024 17:58;64;ltcg;avx (265);14.29;8.2.0.0;8.2;8.2.0.0;php-8.4.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx2 vcver:14.29[vs16] php-src:8.4 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/php-7.1.x_memcache.dll;14/11/2020 19:28;64;ltcg;;14.28;4.0.5.2;7.1;4.0.5.2-4fdcbf9;php-7.1.x_memcache.pdb;OK;KO;pecl-memcache x64 nts [vs16];The PHP Group;NON_BLOCKING_IO_php7 - 4fdcbf9 (2020-09-24);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/nts/php-7.2.x_memcache.dll;06/12/2020 19:14;64;ltcg;;14.28;8.0.0.0;7.2;8.0-36d7181;php-7.2.x_memcache.pdb;OK;KO;pecl-memcache x64 nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/nts/php-7.3.x_memcache.dll;06/12/2020 19:06;64;ltcg;;14.28;8.0.0.0;7.3;8.0-36d7181;php-7.3.x_memcache.pdb;OK;KO;pecl-memcache x64 nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/nts/php-7.4.x_memcache.dll;06/12/2020 18:58;64;ltcg;;14.28;8.0.0.0;7.4;8.0-36d7181;php-7.4.x_memcache.pdb;OK;KO;pecl-memcache x64 nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/nts/php-8.0.x_memcache.dll;22/09/2022 22:46;64;ltcg;;14.29;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/php-8.1.x_memcache.dll;22/09/2022 22:02;64;ltcg;;14.29;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/php-8.2.x_memcache.dll;24/11/2023 16:55;64;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] php-src:8.2 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/php-8.3.x_memcache.dll;24/11/2023 17:14;64;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] php-src:8.3 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/nts/php-8.4.x_memcache.dll;03/10/2024 17:53;64;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.4.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] php-src:8.4 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/avx/php-7.1.x_memcache.dll;14/11/2020 19:28;64;ltcg;;14.28;4.0.5.2;7.1;4.0.5.2-4fdcbf9;php-7.1.x_memcache.pdb;OK;KO;pecl-memcache x64-avx ts [vs16];The PHP Group;NON_BLOCKING_IO_php7 - 4fdcbf9 (2020-09-24);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/ts/avx/php-7.2.x_memcache.dll;06/12/2020 19:14;64;ltcg;;14.28;8.0.0.0;7.2;8.0-36d7181;php-7.2.x_memcache.pdb;OK;KO;pecl-memcache x64-avx ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/ts/avx/php-7.3.x_memcache.dll;06/12/2020 19:06;64;ltcg;avx (225);14.28;8.0.0.0;7.3;8.0-36d7181;php-7.3.x_memcache.pdb;OK;KO;pecl-memcache x64-avx ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/ts/avx/php-7.4.x_memcache.dll;06/12/2020 18:57;64;ltcg;avx (222);14.28;8.0.0.0;7.4;8.0-36d7181;php-7.4.x_memcache.pdb;OK;KO;pecl-memcache x64-avx ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/ts/avx/php-8.0.x_memcache.dll;22/09/2022 22:45;64;ltcg;avx (220);14.29;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/avx/php-8.1.x_memcache.dll;22/09/2022 22:14;64;ltcg;avx (221);14.29;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/avx/php-8.2.x_memcache.dll;24/11/2023 16:54;64;ltcg;avx (234);14.29;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] php-src:8.2 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/avx/php-8.3.x_memcache.dll;24/11/2023 17:13;64;ltcg;avx (241);14.29;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] php-src:8.3 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/avx/php-8.4.x_memcache.dll;03/10/2024 17:55;64;ltcg;avx (240);14.29;8.2.0.0;8.2;8.2.0.0;php-8.4.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx vcver:14.29[vs16] php-src:8.4 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/avx2/php-8.4.x_memcache.dll;03/10/2024 17:58;64;ltcg;avx (240);14.29;8.2.0.0;8.2;8.2.0.0;php-8.4.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64-avx2 vcver:14.29[vs16] php-src:8.4 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/php-7.1.x_memcache.dll;14/11/2020 19:28;64;ltcg;;14.28;4.0.5.2;7.1;4.0.5.2-4fdcbf9;php-7.1.x_memcache.pdb;OK;KO;pecl-memcache x64 ts [vs16];The PHP Group;NON_BLOCKING_IO_php7 - 4fdcbf9 (2020-09-24);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/ts/php-7.2.x_memcache.dll;06/12/2020 19:15;64;ltcg;;14.28;8.0.0.0;7.2;8.0-36d7181;php-7.2.x_memcache.pdb;OK;KO;pecl-memcache x64 ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/ts/php-7.3.x_memcache.dll;06/12/2020 19:07;64;ltcg;;14.28;8.0.0.0;7.3;8.0-36d7181;php-7.3.x_memcache.pdb;OK;KO;pecl-memcache x64 ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/ts/php-7.4.x_memcache.dll;06/12/2020 18:58;64;ltcg;;14.28;8.0.0.0;7.4;8.0-36d7181;php-7.4.x_memcache.pdb;OK;KO;pecl-memcache x64 ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x64/ts/php-8.0.x_memcache.dll;22/09/2022 22:46;64;ltcg;;14.29;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/php-8.1.x_memcache.dll;22/09/2022 22:15;64;ltcg;;14.29;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/php-8.2.x_memcache.dll;24/11/2023 16:55;64;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] php-src:8.2 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/php-8.3.x_memcache.dll;24/11/2023 17:14;64;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] php-src:8.3 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x64/ts/php-8.4.x_memcache.dll;03/10/2024 17:54;64;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.4.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x64 vcver:14.29[vs16] php-src:8.4 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/nts/avx/php-7.1.x_memcache.dll;14/11/2020 19:29;32;ltcg;avx (14);14.28;4.0.5.2;7.1;4.0.5.2-4fdcbf9;php-7.1.x_memcache.pdb;OK;KO;pecl-memcache x86-avx nts [vs16];The PHP Group;NON_BLOCKING_IO_php7 - 4fdcbf9 (2020-09-24);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/nts/avx/php-7.2.x_memcache.dll;06/12/2020 19:15;32;ltcg;avx (14);14.28;8.0.0.0;7.2;8.0-36d7181;php-7.2.x_memcache.pdb;OK;KO;pecl-memcache x86-avx nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/nts/avx/php-7.3.x_memcache.dll;06/12/2020 19:07;32;ltcg;avx (254);14.28;8.0.0.0;7.3;8.0-36d7181;php-7.3.x_memcache.pdb;OK;KO;pecl-memcache x86-avx nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/nts/avx/php-7.4.x_memcache.dll;06/12/2020 18:58;32;ltcg;avx (254);14.28;8.0.0.0;7.4;8.0-36d7181;php-7.4.x_memcache.pdb;OK;KO;pecl-memcache x86-avx nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/nts/avx/php-8.0.x_memcache.dll;22/09/2022 22:47;32;ltcg;avx (238);14.29;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/nts/avx/php-8.1.x_memcache.dll;22/09/2022 22:03;32;ltcg;avx (238);14.29;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/nts/avx/php-8.2.x_memcache.dll;24/11/2023 16:56;32;ltcg;avx (255);14.29;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.29[vs16] php-src:8.2 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/nts/avx/php-8.3.x_memcache.dll;24/11/2023 17:15;32;ltcg;avx (255);14.29;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.29[vs16] php-src:8.3 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/nts/php-7.1.x_memcache.dll;14/11/2020 19:30;32;ltcg;avx (14);14.28;4.0.5.2;7.1;4.0.5.2-4fdcbf9;php-7.1.x_memcache.pdb;OK;KO;pecl-memcache x86 nts [vs16];The PHP Group;NON_BLOCKING_IO_php7 - 4fdcbf9 (2020-09-24);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/nts/php-7.2.x_memcache.dll;06/12/2020 19:16;32;ltcg;avx (14);14.28;8.0.0.0;7.2;8.0-36d7181;php-7.2.x_memcache.pdb;OK;KO;pecl-memcache x86 nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/nts/php-7.3.x_memcache.dll;06/12/2020 19:08;32;ltcg;avx (14);14.28;8.0.0.0;7.3;8.0-36d7181;php-7.3.x_memcache.pdb;OK;KO;pecl-memcache x86 nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/nts/php-7.4.x_memcache.dll;06/12/2020 18:59;32;ltcg;avx (14);14.28;8.0.0.0;7.4;8.0-36d7181;php-7.4.x_memcache.pdb;OK;KO;pecl-memcache x86 nts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/nts/php-8.0.x_memcache.dll;22/09/2022 22:48;32;ltcg;;14.29;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/nts/php-8.1.x_memcache.dll;22/09/2022 22:03;32;ltcg;;14.29;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:nts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/nts/php-8.2.x_memcache.dll;24/11/2023 16:57;32;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.29[vs16] php-src:8.2 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/nts/php-8.3.x_memcache.dll;24/11/2023 17:16;32;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.29[vs16] php-src:8.3 build:nts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/ts/avx/php-7.1.x_memcache.dll;14/11/2020 19:29;32;ltcg;avx (14);14.28;4.0.5.2;7.1;4.0.5.2-4fdcbf9;php-7.1.x_memcache.pdb;OK;KO;pecl-memcache x86-avx ts [vs16];The PHP Group;NON_BLOCKING_IO_php7 - 4fdcbf9 (2020-09-24);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/ts/avx/php-7.2.x_memcache.dll;06/12/2020 19:15;32;ltcg;avx (14);14.28;8.0.0.0;7.2;8.0-36d7181;php-7.2.x_memcache.pdb;OK;KO;pecl-memcache x86-avx ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/ts/avx/php-7.3.x_memcache.dll;06/12/2020 19:07;32;ltcg;avx (242);14.28;8.0.0.0;7.3;8.0-36d7181;php-7.3.x_memcache.pdb;OK;KO;pecl-memcache x86-avx ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/ts/avx/php-7.4.x_memcache.dll;06/12/2020 18:59;32;ltcg;avx (240);14.28;8.0.0.0;7.4;8.0-36d7181;php-7.4.x_memcache.pdb;OK;KO;pecl-memcache x86-avx ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/ts/avx/php-8.0.x_memcache.dll;22/09/2022 22:47;32;ltcg;avx (224);14.29;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/ts/avx/php-8.1.x_memcache.dll;22/09/2022 22:16;32;ltcg;avx (224);14.29;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/ts/avx/php-8.2.x_memcache.dll;24/11/2023 16:56;32;ltcg;avx (241);14.29;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.29[vs16] php-src:8.2 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/ts/avx/php-8.3.x_memcache.dll;24/11/2023 17:15;32;ltcg;avx (241);14.29;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86-avx vcver:14.29[vs16] php-src:8.3 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/ts/php-7.1.x_memcache.dll;14/11/2020 19:30;32;ltcg;avx (14);14.28;4.0.5.2;7.1;4.0.5.2-4fdcbf9;php-7.1.x_memcache.pdb;OK;KO;pecl-memcache x86 ts [vs16];The PHP Group;NON_BLOCKING_IO_php7 - 4fdcbf9 (2020-09-24);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/ts/php-7.2.x_memcache.dll;06/12/2020 19:16;32;ltcg;avx (14);14.28;8.0.0.0;7.2;8.0-36d7181;php-7.2.x_memcache.pdb;OK;KO;pecl-memcache x86 ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/ts/php-7.3.x_memcache.dll;06/12/2020 19:08;32;ltcg;avx (14);14.28;8.0.0.0;7.3;8.0-36d7181;php-7.3.x_memcache.pdb;OK;KO;pecl-memcache x86 ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/ts/php-7.4.x_memcache.dll;06/12/2020 19:00;32;ltcg;avx (14);14.28;8.0.0.0;7.4;8.0-36d7181;php-7.4.x_memcache.pdb;OK;KO;pecl-memcache x86 ts [vs16];The PHP Group;NON_BLOCKING_IO_php8 - 36d7181 (2020-12-06);php_memcache.dll;php_memcache.dll;https://github.com/nono303/PHP-memcache-dll
/vs16/x86/ts/php-8.0.x_memcache.dll;22/09/2022 22:48;32;ltcg;;14.29;8.0.1.0;8.0.1;8.0.1;php-8.0.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.0 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/ts/php-8.1.x_memcache.dll;22/09/2022 22:16;32;ltcg;;14.29;8.0.1.0;8.0.1;8.0.1;php-8.1.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.29[vs16] commit:96910ce tag:8.0.1 branch:NON_BLOCKING_IO_php8 date:2022-07-29 php:8.1 build:ts;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/ts/php-8.2.x_memcache.dll;24/11/2023 16:57;32;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.2.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.29[vs16] php-src:8.2 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
/vs16/x86/ts/php-8.3.x_memcache.dll;24/11/2023 17:16;32;ltcg;;14.29;8.2.0.0;8.2;8.2.0.0;php-8.3.x_memcache.pdb;OK;OK;php:php_memcache; ;arch:x86 vcver:14.29[vs16] php-src:8.3 build:ts commit:972b554 branch:main date:2023-05-04;php_memcache.dll;php_memcache.dll;https://github.com/nono303/win-build-scripts
